number,type,name,Lng,Lat
1365,跨区常规公交线路,陈钦辽站点,118.1940978,24.74369206
1366,跨区常规公交线路,集美中学高中部站点,118.1094426,24.59883971
1367,跨区常规公交线路,集美交警站点,118.0909689,24.59836919
1368,跨区常规公交线路,集美区政府(集源路)站点,118.0923889,24.57864496
1369,跨区常规公交线路,集美区政府站点,118.0923889,24.57864496
1370,跨区常规公交线路,集美大学音乐学院站点,118.0963486,24.58463455
1371,轨道交通线路,集美大道[地铁]站点,118.0663699,24.60961865
1372,跨区常规公交线路,集美学村2站点,118.0927702,24.57677482
1373,轨道交通线路,集美学村[地铁]站点,118.0927702,24.57677482
1374,跨区常规公交线路,集美学村站点,118.0927702,24.57677482
1375,跨区常规公交线路,集美工业学校站点,118.049519,24.57570905
1376,跨区常规公交线路,集美市民公园站点,118.0541454,24.59956708
1377,跨区常规公交线路,集美市民广场站点,118.056826,24.59576244
1378,跨区常规公交线路,集美法治文化苑站点,118.0909689,24.59836919
1379,轨道交通线路,集美软件园[地铁]站点,118.0421383,24.61315103
1380,跨区常规公交线路,雍厝公寓站点,117.9839254,24.48018191
1381,跨区常规公交线路,霞梧站点,118.1006298,24.59638218
1382,跨区常规公交线路,霞梧路口站点,118.1005818,24.59631917
1383,差异化公交线路,霞溪路站点,118.0768737,24.45857091
1384,跨区常规公交线路,霞阳南路口站点,118.0167904,24.53492994
1385,跨区常规公交线路,霞阳村站点,118.0158089,24.53597385
1386,跨区常规公交线路,霞阳站点,118.0158089,24.53597385
1387,跨区常规公交线路,青泉路口站点,118.2191409,24.67994262
1388,跨区常规公交线路,青翔花园站点,118.0952026,24.50546357
,,,,
1390,岛内常规公交线路,顶何站点,118.1859814,24.48689296
1391,跨区常规公交线路,顶柯站点,118.1522279,24.67036207
1392,跨区常规公交线路,顶溪头站点,118.1679111,24.72485232
1393,跨区常规公交线路,顶许站点,118.0084681,24.63113625
1394,岛内常规公交线路,顺承大厦站点,118.0947045,24.48846606
1395,跨区常规公交线路,香山海景苑站点,118.1768375,24.48357893
1396,岛内常规公交线路,香秀路口站点,118.1282688,24.49353941
1397,跨区常规公交线路,马厝社区站点,118.1798273,24.50595374
,,,,
1399,岛内常规公交线路,马垅(火炬园)站点,118.1184218,24.5196075
1400,岛内常规公交线路,马垅站点,118.1123342,24.5168117
1401,跨区常规公交线路,马塘站点,118.1777432,24.75893843
1402,跨区常规公交线路,马巷农客站站点,118.2561439,24.65742502
1403,跨区常规公交线路,马巷市场站点,118.2004684,24.71492459
1404,跨区常规公交线路,马巷车站站点,118.2478322,24.66781512
1405,跨区常规公交线路,马池塘站点,118.2379971,24.5707264
1406,轨道交通线路,马銮中心[地铁]站点,117.9829174,24.54891675
1407,跨区常规公交线路,马銮公寓站点,118.0255123,24.56190844
1408,跨区常规公交线路,马銮后尾站点,118.0327299,24.55452726
1409,跨区常规公交线路,马銮村站点,118.0285773,24.55626291
1410,轨道交通线路,马青路[地铁]站点,118.0285021,24.53430294
1411,漳州城际公交线路,马青路院前站点,118.0285021,24.53430294
1412,跨区常规公交线路,高崎2站点,118.1232696,24.49498942
1413,岛内常规公交线路,高崎T3候机楼站点,118.1232696,24.49498942
1414,岛内常规公交线路,高崎T4候机楼站点,118.1232696,24.49498942
1415,岛内常规公交线路,高崎T4公交场站站点,118.0675802,24.4667071
1416,轨道交通线路,高崎[地铁]站点,118.1191409,24.5474443
1417,岛内常规公交线路,高崎一组站点,118.0978549,24.52504646
1418,岛内常规公交线路,高崎公交场站站点,118.0675802,24.4667071
1419,岛内常规公交线路,高崎南五路站点,118.1378359,24.54023109
1420,岛内常规公交线路,高崎小学站点,118.106655,24.54937245
1421,岛内常规公交线路,高崎工业区站点,118.1026105,24.51378651
1422,岛内常规公交线路,高崎新村站点,118.1191409,24.5474443
1423,跨区常规公交线路,高崎站点,118.1232696,24.49498942
1424,岛内常规公交线路,高崎远东学院站点,118.1167083,24.54489265
1425,跨区常规公交线路,高崎避风坞站点,118.080591,24.44178631
1426,定制公交线路,高林(眼科中心)站点,118.1841802,24.5004138
1427,跨区常规公交线路,高林中路站点,118.1729062,24.50523882
1428,岛内常规公交线路,高林公交场站站点,118.0675802,24.4667071
1429,岛内常规公交线路,高林居住区站点,118.1827833,24.50804537
1430,岛内常规公交线路,高林社区站点,118.1733819,24.51163957
1431,岛内常规公交线路,高林西村站点,118.1749717,24.51393484
1432,岛内常规公交线路,高林路站点,118.1769901,24.50936198
1433,岛内常规公交线路,高殿中心小学站点,118.1044809,24.53327567
1434,岛内常规公交线路,高殿中心幼儿园站点,118.1079757,24.53243549
1435,岛内常规公交线路,高殿路站点,118.1050802,24.53669633
1436,跨区常规公交线路,高浦东站点,118.1280673,24.4946213
1437,跨区常规公交线路,高浦站点,118.063721,24.69646503
1438,跨区常规公交线路,高浦西站点,118.063721,24.69646503
1439,定制公交线路,鱼孚路站点,117.9943093,24.6155156
1440,跨区常规公交线路,鳌冠村站点,118.0514415,24.52802907
1441,跨区常规公交线路,鸿渐中学站点,118.2165492,24.7470589
,,,,
1443,漳州城际公交线路,鸿鑫财富广场站点,118.1544459,24.48003448
1444,差异化公交线路,鹭江宾馆站点,118.0697134,24.45623187
1445,跨区常规公交线路,鹭江道站点,118.0700242,24.45607852
1446,岛内常规公交线路,鹭滨路口站点,118.1391433,24.53294237
1447,岛内常规公交线路,麦德龙站点,118.1046437,24.52318258
1448,岛内常规公交线路,黄厝公交场站站点,118.0675802,24.4667071
1449,岛内常规公交线路,黄厝浴场站点,118.1588181,24.4461345
1450,差异化公交线路,黄厝海滨站点,118.1522459,24.44637449
1451,岛内常规公交线路,黄厝石胄头站点,118.1689285,24.4588149
1452,漳州城际公交线路,黄金海岸站点,118.0693907,24.46888447
1453,跨区常规公交线路,黎安站点,118.2586202,24.59382033
1454,轨道交通线路,鼎美[地铁]站点,118.0902933,24.57619896
1455,轮渡线路,鼓浪屿三丘田码头站点,118.0640563,24.45214576
1456,轮渡线路,鼓浪屿内厝澳码头站点,118.0538306,24.4490497
1457,轮渡线路,鼓浪屿钢琴码头站点,118.0680871,24.4491273
1458,轨道交通线路,鼓锣[地铁]站点,118.1332455,24.4949475
1459,跨区常规公交线路,龙井站点,117.9506615,24.57065099
1460,跨区常规公交线路,龙亭三里站点,118.0529937,24.6043633
1461,岛内常规公交线路,龙华里站点,118.1322388,24.4906094
1462,岛内常规公交线路,龙山东路口站点,118.1369187,24.48746385
1463,岛内常规公交线路,龙山中路口站点,118.1345154,24.49133682
1464,岛内常规公交线路,龙山南路站点,118.1362584,24.4859206
1465,岛内常规公交线路,龙山桥站点,118.1265596,24.47841584
1466,岛内常规公交线路,龙昌路口站点,118.1331639,24.48675114
1467,跨区常规公交线路,龙昌里站点,118.1366588,24.49247522
1468,漳州城际公交线路,龙池医院站点,118.0792821,24.45806419
1469,岛内常规公交线路,龙湫四里站点,118.1699435,24.4950968
1470,岛内常规公交线路,龙潭花园站点,118.127932,24.50963424
1471,跨区常规公交线路,龙盛里站点,118.133839,24.49084775
